,Ticker,Entry,Mar-09,Mar-10,Mar-11,Mar-12,Mar-13,Mar-14,Mar-15,Mar-16,Mar-17,Mar-18,Mar-19,Mar-20,TTM,,,
,,Cash from Operating Activity +,,,,,,2963.00,2186.00,3722.00,4007.00,4017.00,1032.00,5518.00,,,,
,,Cash from Investing Activity +,,,,,,-1616.00,31.00,-2300.00,-1972.00,-1858.00,1298.00,-2819.00,,,,
,,Cash from Financing Activity +,,,,,,-1414.00,-2131.00,-1475.00,-2036.00,-2102.00,-2252.00,-2602.00,,,,
,,Net Cash Flow,,,,,,-66.00,86.00,-53.00,-1.00,57.00,78.00,97.00,,,,
,,,,,,,,,,,,,,,,,,
21,HINDALCO,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,65735.00,60527.00,72202.00,80821.00,80193.00,87695.00,104281.00,98759.00,100184.00,115183.00,130542.00,118144.00,115035.00,,,
,,Expenses +,63164.00,50943.00,64299.00,72835.00,72477.00,79981.00,96101.00,90842.00,87867.00,101874.00,115031.00,104013.00,102691.00,,,
,,Operating Profit,2570.00,9584.00,7903.00,7986.00,7716.00,7714.00,8180.00,7917.00,12317.00,13309.00,15511.00,14131.00,12344.00,,,
,,OPM %,0.04,0.16,0.11,0.10,0.10,0.09,0.08,0.08,0.12,0.12,0.12,0.12,0.11,,,
,,Other Income,1082.00,482.00,513.00,762.00,1094.00,987.00,-168.00,1360.00,1198.00,3265.00,1127.00,1081.00,969.00,,,
,,Interest,1228.00,1104.00,1839.00,1758.00,2079.00,2702.00,4178.00,5134.00,5742.00,3911.00,3778.00,4197.00,4292.00,,,
,,Depreciation,3030.00,2782.00,2734.00,2645.00,2822.00,3347.00,3493.00,4347.00,4457.00,4506.00,4777.00,5091.00,5861.00,,,
,,Profit before tax,-605.00,6181.00,3843.00,4345.00,3909.00,2653.00,340.00,-203.00,3315.00,8157.00,8083.00,5924.00,3160.00,,,
,,Tax %,1.58,0.30,0.25,0.18,0.23,0.20,0.75,-2.45,0.43,0.25,0.32,0.36,,,,
,,Net Profit,484.00,3925.00,2456.00,3397.00,3027.00,2175.00,854.00,-251.00,1900.00,6083.00,5496.00,3767.00,1408.00,,,
,,EPS in Rs,2.85,,12.83,17.74,15.81,10.53,4.14,-1.21,8.47,27.10,24.48,16.77,6.26,,,
,,Dividend Payout %,0.48,0.07,0.12,0.09,0.06,0.09,0.24,-0.82,0.13,0.04,0.05,0.06,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,170.00,191.00,191.00,191.00,191.00,206.00,207.00,205.00,223.00,223.00,222.00,222.00,222.00,,,
,,Reserves,15584.00,21346.00,28832.00,31179.00,34597.00,40393.00,38122.00,40402.00,45832.00,54625.00,57275.00,58091.00,59415.00,,,
,,Borrowings,28310.00,23999.00,29437.00,41016.00,56951.00,64756.00,68468.00,67552.00,63817.00,52074.00,52415.00,68399.00,79051.00,,,
,,Other Liabilities +,21331.00,23699.00,26409.00,29016.00,28850.00,32627.00,34950.00,32986.00,36272.00,40092.00,42060.00,41906.00,45794.00,,,
,,Total Liabilities,65394.00,69235.00,84870.00,101402.00,120590.00,137982.00,141746.00,141146.00,146144.00,147014.00,151972.00,168618.00,184482.00,,,
,,Fixed Assets +,31816.00,29001.00,32405.00,35300.00,37929.00,61163.00,71959.00,85648.00,84687.00,85088.00,85860.00,89195.00,100643.00,,,
,,CWIP,2949.00,5801.00,9252.00,22798.00,33834.00,23059.00,14111.00,4214.00,1814.00,2063.00,4097.00,7721.00,8834.00,,,
,,Investments,10389.00,11246.00,10855.00,10551.00,12601.00,12961.00,12346.00,12463.00,15157.00,10781.00,9012.00,9411.00,11944.00,,,
,,Other Assets +,20240.00,23188.00,32358.00,32753.00,36226.00,40798.00,43330.00,38821.00,44486.00,49081.00,53003.00,62291.00,63061.00,,,
,,Total Assets,65394.00,69235.00,84870.00,101402.00,120590.00,137982.00,141746.00,141146.00,146144.00,147014.00,151972.00,168618.00,184482.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,4290.00,4944.00,6226.00,7547.00,2977.00,7956.00,7143.00,11688.00,12687.00,10898.00,11977.00,12665.00,,,,
,,Cash from Investing Activity +,2915.00,-5368.00,-7050.00,-13220.00,-13801.00,-8095.00,-3873.00,-3220.00,-2876.00,5333.00,-5456.00,-7101.00,,,,
,,Cash from Financing Activity +,-6731.00,428.00,825.00,6237.00,10278.00,1493.00,-2437.00,-8862.00,-5552.00,-16412.00,-5466.00,6610.00,,,,
,,Net Cash Flow,474.00,4.00,2.00,564.00,-545.00,1353.00,833.00,-394.00,4259.00,-181.00,1055.00,12174.00,,,,
,,,,,,,,,,,,,,,,,,
22,HINDUNILVR,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,20458.00,17738.00,20023.00,23436.00,27004.00,29234.00,31972.00,32186.00,33162.00,35545.00,39310.00,39783.00,41728.00,,,
,,Expenses +,18017.00,15373.00,17325.00,19982.00,22844.00,24502.00,26576.00,26276.00,26895.00,28140.00,30434.00,30004.00,31487.00,,,
,,Operating Profit,2441.00,2364.00,2697.00,3455.00,4160.00,4732.00,5396.00,5910.00,6267.00,7405.00,8876.00,9779.00,10241.00,,,
,,OPM %,0.12,0.13,0.13,0.15,0.15,0.16,0.17,0.18,0.19,0.21,0.23,0.25,0.25,,,
,,Other Income,814.00,629.00,490.00,402.00,1183.00,820.00,1264.00,486.00,667.00,447.00,326.00,506.00,255.00,,,
,,Interest,26.00,7.00,1.00,2.00,26.00,41.00,18.00,17.00,35.00,26.00,33.00,118.00,119.00,,,
,,Depreciation,200.00,192.00,229.00,234.00,251.00,296.00,322.00,353.00,432.00,520.00,565.00,1002.00,1041.00,,,
,,Profit before tax,3028.00,2794.00,2957.00,3622.00,5066.00,5215.00,6320.00,6026.00,6467.00,7306.00,8604.00,9165.00,9336.00,,,
,,Tax %,0.17,0.23,0.22,0.23,0.24,0.24,0.31,0.31,0.31,0.28,0.30,0.26,,,,
,,Net Profit,2505.00,2157.00,2296.00,2791.00,3829.00,3946.00,4363.00,4151.00,4476.00,5214.00,6054.00,6748.00,7014.00,,,
,,EPS in Rs,11.49,9.89,10.63,12.91,17.71,18.24,20.17,19.18,20.68,24.09,27.97,31.17,31.00,,,
,,Dividend Payout %,0.65,0.66,0.61,0.58,1.04,0.71,0.74,0.83,0.82,0.83,0.78,0.80,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,218.00,218.00,216.00,216.00,216.00,216.00,216.00,216.00,216.00,216.00,216.00,216.00,235.00,,,
,,Reserves,1919.00,2451.00,2519.00,3465.00,2649.00,3321.00,3811.00,6357.00,6528.00,7065.00,7651.00,8013.00,46595.00,,,
,,Borrowings,434.00,11.00,0.00,0.00,25.00,46.00,43.00,177.00,277.00,0.00,99.00,0.00,187.00,,,
,,Other Liabilities +,5875.00,6826.00,7613.00,7726.00,9202.00,10171.00,10359.00,8043.00,8685.00,10581.00,10663.00,11924.00,20635.00,,,
,,Total Liabilities,8447.00,9506.00,10348.00,11407.00,12092.00,13754.00,14430.00,14793.00,15706.00,17862.00,18629.00,20153.00,67652.00,,,
,,Fixed Assets +,1658.00,2214.00,2223.00,2263.00,2431.00,2746.00,2821.00,3258.00,4419.00,4528.00,4715.00,5479.00,51312.00,,,
,,CWIP,478.00,280.00,289.00,228.00,222.00,373.00,516.00,408.00,229.00,461.00,406.00,597.00,649.00,,,
,,Investments,288.00,1224.00,1188.00,2322.00,2252.00,2838.00,3025.00,2592.00,3794.00,2873.00,2716.00,1255.00,1621.00,,,
,,Other Assets +,6023.00,5787.00,6647.00,6595.00,7186.00,7797.00,8067.00,8535.00,7264.00,10000.00,10792.00,12822.00,14070.00,,,
,,Total Assets,8447.00,9506.00,10348.00,11407.00,12092.00,13754.00,14430.00,14793.00,15706.00,17862.00,18629.00,20153.00,67652.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,2054.00,3480.00,1924.00,2932.00,3605.00,3818.00,3292.00,4171.00,5185.00,6059.00,5800.00,7623.00,,,,
,,Cash from Investing Activity +,885.00,-1144.00,-327.00,-514.00,63.00,-475.00,138.00,-282.00,-1173.00,-1063.00,-438.00,1791.00,,,,
,,Cash from Financing Activity +,-1338.00,-2188.00,-2283.00,-1726.00,-4147.00,-2960.00,-3462.00,-3864.00,-4214.00,-4975.00,-5390.00,-6819.00,,,,
,,Net Cash Flow,1602.00,148.00,-687.00,692.00,-480.00,383.00,-33.00,25.00,-202.00,21.00,-28.00,2595.00,,,,
,,,,,,,,,,,,,,,,,,
23,HDFC,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Revenue,11676.00,25413.00,25765.00,30276.00,35948.00,40753.00,48316.00,53223.00,61034.00,79474.00,95694.00,101726.00,109709.00,,,
,,Interest,7647.00,7289.00,7876.00,11552.00,14296.00,16608.00,18710.00,20296.00,21953.00,24718.00,29525.00,32109.00,31146.00,,,
,,Expenses +,1160.00,14188.00,12623.00,12484.00,14170.00,15314.00,19516.00,21228.00,26377.00,44714.00,51819.00,48983.00,64520.00,,,
,,Financing Profit,2869.00,3937.00,5266.00,6240.00,7483.00,8831.00,10089.00,11699.00,12704.00,10042.00,14349.00,20633.00,14043.00,,,
,,Financing Margin %,0.25,0.15,0.20,0.21,0.21,0.22,0.21,0.22,0.21,0.13,0.15,0.20,0.13,,,
,,Other Income,30.00,38.00,28.00,27.00,39.00,61.00,74.00,34.00,53.00,6282.00,7891.00,5816.00,6559.00,,,
,,Depreciation,37.00,91.00,49.00,51.00,54.00,47.00,47.00,121.00,108.00,116.00,141.00,256.00,328.00,,,
,,Profit before tax,2863.00,3884.00,5244.00,6217.00,7467.00,8846.00,10117.00,11613.00,12650.00,16207.00,22099.00,26193.00,20274.00,,,
,,Tax %,0.37,0.32,0.29,0.28,0.27,0.27,0.31,0.31,0.32,0.19,0.20,0.13,,,,
,,Net Profit,2310.00,3241.00,4528.00,5463.00,6640.00,7948.00,8763.00,10190.00,11051.00,11980.00,16232.00,21435.00,16164.00,,,
,,EPS in Rs,16.24,22.58,30.87,36.98,42.94,50.93,55.65,64.50,69.56,71.48,94.29,123.75,92.38,,,
,,Dividend Payout %,0.37,0.32,0.29,0.30,0.29,0.27,0.27,0.26,0.26,0.28,0.22,0.17,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,284.00,287.00,293.00,295.00,309.00,312.00,315.00,316.00,318.00,335.00,344.00,346.00,359.00,,,
,,Reserves,14670.00,17895.00,20897.00,23921.00,31581.00,37263.00,44757.00,50534.00,59690.00,91488.00,111389.00,126133.00,143609.00,,,
,,Borrowings,85941.00,98463.00,118056.00,142479.00,163663.00,190602.00,217357.00,249418.00,293795.00,336416.00,386755.00,425368.00,426906.00,,,
,,Other Liabilities +,16296.00,27280.00,36009.00,45641.00,56225.00,68712.00,87078.00,97519.00,120319.00,138320.00,162321.00,177936.00,203573.00,,,
,,Total Liabilities,117191.00,143926.00,175255.00,212336.00,251778.00,296889.00,349507.00,397786.00,474122.00,566560.00,660810.00,729782.00,774447.00,,,
,,Fixed Assets +,677.00,613.00,808.00,842.00,851.00,1002.00,1470.00,1568.00,2266.00,2349.00,2310.00,5476.00,5509.00,,,
,,CWIP,0.00,0.00,3.00,7.00,32.00,21.00,9.00,19.00,54.00,23.00,24.00,59.00,15.00,,,
,,Investments,21003.00,32743.00,41597.00,48639.00,59492.00,72914.00,93782.00,104721.00,132855.00,172218.00,210704.00,243248.00,98794.00,,,
,,Other Assets +,95510.00,110570.00,132848.00,162849.00,191403.00,222951.00,254245.00,291478.00,338947.00,391969.00,447771.00,481000.00,670130.00,,,
,,Total Assets,117191.00,143926.00,175255.00,212336.00,251778.00,296889.00,349507.00,397786.00,474122.00,566560.00,660810.00,729782.00,774447.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,-7493.00,677.00,-11402.00,-17534.00,-11969.00,-10735.00,-9118.00,-19710.00,-14173.00,-57928.00,-44301.00,-26885.00,,,,
,,Cash from Investing Activity +,-4585.00,-10616.00,-7857.00,-6275.00,-10212.00,-12983.00,-18552.00,-9309.00,-27236.00,-7954.00,-10316.00,-9874.00,,,,
,,Cash from Financing Activity +,13388.00,13011.00,19801.00,23194.00,23174.00,25719.00,24820.00,29111.00,43127.00,63344.00,54986.00,38774.00,,,,
,,Net Cash Flow,1311.00,3071.00,542.00,-615.00,992.00,2000.00,-2850.00,92.00,1718.00,-2538.00,369.00,2015.00,,,,
,,,,,,,,,,,,,,,,,,
24,ICICIBANK,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Revenue,36251.00,30154.00,30081.00,37995.00,44885.00,49479.00,54964.00,59294.00,60940.00,62162.00,71982.00,84836.00,88013.00,,,
,,Interest,26487.00,20729.00,19343.00,25013.00,28285.00,29711.00,32318.00,33996.00,34836.00,34262.00,39178.00,44666.00,44614.00,,,
,,Expenses +,32367.00,31532.00,33126.00,30289.00,31684.00,32852.00,38766.00,52252.00,63839.00,72806.00,83773.00,85361.00,90936.00,,,
,,Financing Profit,-22604.00,-22108.00,-22387.00,-17308.00,-15085.00,-13084.00,-16120.00,-26955.00,-37735.00,-44906.00,-50969.00,-45190.00,-47538.00,,,
,,Financing Margin %,-0.62,-0.73,-0.74,-0.46,-0.34,-0.26,-0.29,-0.45,-0.62,-0.72,-0.71,-0.53,-0.54,,,
,,Other Income,28376.00,29446.00,31513.00,28660.00,29320.00,30085.00,35252.00,42102.00,52456.00,56807.00,59323.00,64950.00,67740.00,,,
,,Depreciation,807.00,763.00,740.00,671.00,625.00,719.00,798.00,843.00,912.00,922.00,946.00,1171.00,0.00,,,
,,Profit before tax,4965.00,6576.00,8387.00,10680.00,13610.00,16282.00,18334.00,14304.00,13809.00,10978.00,7408.00,18589.00,20203.00,,,
,,Tax %,0.32,0.26,0.25,0.26,0.26,0.28,0.29,0.24,0.18,0.17,0.23,0.40,,,,
,,Net Profit,3577.00,4670.00,6093.00,7643.00,9604.00,11041.00,12247.00,10180.00,10188.00,7712.00,4254.00,9566.00,13921.00,,,
,,EPS in Rs,5.84,7.62,9.62,12.06,15.14,17.38,19.20,15.92,15.90,12.00,6.60,14.78,21.04,,,
,,Dividend Payout %,0.34,0.29,0.26,0.25,0.24,0.24,0.24,0.29,0.14,0.12,0.15,0.00,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Share Capital +,1113.00,1115.00,1152.00,1153.00,1154.00,1155.00,1160.00,1163.00,1165.00,1286.00,1289.00,1295.00,,,,
,,Reserves,45664.00,50182.00,54150.00,60121.00,67604.00,75268.00,83537.00,92941.00,103461.00,109338.00,112959.00,121662.00,,,,
,,Borrowings,377922.00,357271.00,384945.00,443247.00,487659.00,543055.00,597207.00,671455.00,700874.00,815198.00,891641.00,1014636.00,,,,
,,Other Liabilities +,57991.00,80780.00,93521.00,114766.00,118405.00,128284.00,144175.00,153197.00,180225.00,198459.00,232904.00,239699.00,,,,
,,Total Liabilities,482691.00,489347.00,533768.00,619287.00,674822.00,747762.00,826079.00,918756.00,985725.00,1124281.00,1238794.00,1377292.00,,,,
,,Fixed Assets +,4497.00,3862.00,5490.00,5432.00,5473.00,5507.00,5871.00,8713.00,9338.00,9465.00,9660.00,10409.00,,,,
,,CWIP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
,,Investments,148107.00,186320.00,209653.00,239864.00,255667.00,267609.00,274311.00,286044.00,304373.00,372208.00,398201.00,443473.00,,,,
,,Other Assets +,330086.00,299165.00,318626.00,373991.00,413682.00,474646.00,545897.00,623999.00,672013.00,742608.00,830933.00,923411.00,,,,
,,Total Assets,482691.00,489347.00,533768.00,619287.00,674822.00,747762.00,826079.00,918756.00,985725.00,1124281.00,1238794.00,1377292.00,,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,-21081.00,29551.00,-3638.00,-6405.00,17494.00,6765.00,-12273.00,23645.00,52636.00,19383.00,48671.00,79565.00,,,,
,,Cash from Investing Activity +,7770.00,-16026.00,-4778.00,-21263.00,-18563.00,-15750.00,-13175.00,-12060.00,-1711.00,-50551.00,-30282.00,-42095.00,,,,
,,Cash from Financing Activity +,3044.00,-1442.00,657.00,29439.00,9283.00,7872.00,24827.00,5814.00,-35470.00,39676.00,-19997.00,2992.00,,,,
,,Net Cash Flow,-10267.00,12083.00,-7759.00,1771.00,8215.00,-1113.00,-621.00,17399.00,15455.00,8508.00,-1608.00,40462.00,,,,
,,,,,,,,,,,,,,,,,,
25,ITC,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,16549.00,19127.00,22566.00,26516.00,31618.00,35306.00,38817.00,39192.00,42768.00,43449.00,48340.00,49388.00,49494.00,,,
,,Expenses +,11460.00,12776.00,14876.00,17285.00,20423.00,22232.00,24593.00,24661.00,27307.00,26941.00,29812.00,30044.00,32668.00,,,
,,Operating Profit,5089.00,6351.00,7690.00,9231.00,11195.00,13075.00,14224.00,14531.00,15461.00,16508.00,18528.00,19344.00,16827.00,,,
,,OPM %,0.31,0.33,0.34,0.35,0.35,0.37,0.37,0.37,0.36,0.38,0.38,0.39,0.34,,,
,,Other Income,526.00,631.00,536.00,784.00,878.00,971.00,1257.00,1483.00,1768.00,2252.00,2090.00,2417.00,2696.00,,,
,,Interest,50.00,92.00,92.00,102.00,108.00,29.00,91.00,78.00,49.00,115.00,71.00,81.00,55.00,,,
,,Depreciation,581.00,644.00,699.00,745.00,859.00,965.00,1028.00,1077.00,1153.00,1236.00,1397.00,1645.00,1674.00,,,
,,Profit before tax,4985.00,6246.00,7435.00,9168.00,11106.00,13052.00,14362.00,14859.00,16026.00,17409.00,19150.00,20035.00,17794.00,,,
,,Tax %,0.33,0.33,0.32,0.31,0.31,0.31,0.32,0.36,0.35,0.34,0.33,0.22,,,,
,,Net Profit,3325.00,4168.00,5018.00,6258.00,7608.00,8891.00,9663.00,9344.00,10289.00,11271.00,12592.00,15306.00,13711.00,,,
,,EPS in Rs,2.94,3.64,4.32,5.34,6.42,7.45,8.04,7.74,8.47,9.24,10.27,12.45,11.15,,,
,,Dividend Payout %,0.42,0.92,0.69,0.56,0.55,0.54,0.52,0.73,0.56,0.56,0.56,0.82,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,377.00,382.00,774.00,782.00,790.00,795.00,802.00,805.00,1215.00,1220.00,1226.00,1229.00,1230.00,,,
,,Reserves,13651.00,14076.00,15716.00,18677.00,22368.00,26442.00,30934.00,41875.00,45198.00,51290.00,57915.00,64044.00,57853.00,,,
,,Borrowings,187.00,111.00,125.00,118.00,102.00,242.00,269.00,84.00,46.00,36.00,13.00,277.00,291.00,,,
,,Other Liabilities +,5943.00,9248.00,9777.00,10509.00,12069.00,13369.00,13948.00,8888.00,9440.00,11695.00,12585.00,11760.00,14024.00,,,
,,Total Liabilities,20158.00,23817.00,26391.00,30085.00,35329.00,40848.00,45952.00,51651.00,55898.00,64241.00,71739.00,77311.00,73397.00,,,
,,Fixed Assets +,7883.00,8774.00,9172.00,10007.00,12140.00,12921.00,15303.00,15107.00,15893.00,16524.00,19374.00,21713.00,23446.00,,,
,,CWIP,1243.00,1024.00,1368.00,2396.00,2062.00,3117.00,2700.00,2560.00,3730.00,5508.00,4136.00,3256.00,3515.00,,,
,,Investments,2507.00,5000.00,4868.00,5207.00,5981.00,7284.00,6943.00,11748.00,17581.00,22053.00,25043.00,28663.00,24271.00,,,
,,Other Assets +,8525.00,9019.00,10984.00,12475.00,15146.00,17526.00,21006.00,22237.00,18694.00,20156.00,23185.00,23678.00,22166.00,,,
,,Total Assets,20158.00,23817.00,26391.00,30085.00,35329.00,40848.00,45952.00,51651.00,55898.00,64241.00,71739.00,77311.00,73397.00,,,
,,,,,,,,,,,,,,,,,,
,,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,cf,Cash from Operating Activity +,3498.00,4457.00,5509.00,6256.00,7102.00,7344.00,9843.00,9799.00,10627.00,13169.00,12583.00,14690.00,,,,
,,Cash from Investing Activity +,-1376.00,-3360.00,-871.00,-2694.00,-3881.00,-3254.00,-5275.00,-3921.00,-3251.00,-7114.00,-5546.00,-6174.00,,,,
,,Cash from Financing Activity +,-1585.00,-1070.00,-3580.00,-3305.00,-3310.00,-4122.00,-4661.00,-5613.00,-7301.00,-6221.00,-6869.00,-8181.00,,,,
,,Net Cash Flow,537.00,27.00,1058.00,257.00,-90.00,-32.00,-93.00,266.00,75.00,-166.00,169.00,334.00,,,,
,,,,,,,,,,,,,,,,,,
26,IOC,,,,,,,,,,,,,,,,,
,pnl,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Sales +,288670.00,250046.00,309797.00,408923.00,461780.00,488345.00,449507.00,346045.00,355379.00,421492.00,528158.00,484362.00,384170.00,,,
,,Expenses +,281875.00,236613.00,295154.00,389402.00,447887.00,471251.00,438948.00,322584.00,321274.00,379834.00,492896.00,467906.00,363647.00,,,
,,Operating Profit,6795.00,13433.00,14643.00,19521.00,13892.00,17094.00,10559.00,23461.00,34105.00,41658.00,35262.00,16456.00,20523.00,,,
,,OPM %,0.02,0.05,0.05,0.05,0.03,0.04,0.02,0.07,0.10,0.10,0.07,0.03,0.05,,,
,,Other Income,4325.00,6948.00,3421.00,-4268.00,3468.00,5192.00,5876.00,3796.00,4399.00,4331.00,4097.00,-7148.00,-6643.00,,,
,,Interest,4282.00,1777.00,3017.00,5948.00,7164.00,5948.00,4201.00,3487.00,3743.00,3875.00,4925.00,6630.00,5128.00,,,
,,Depreciation,3189.00,3555.00,4933.00,5309.00,5692.00,6360.00,5219.00,5698.00,6806.00,7664.00,8506.00,9855.00,10384.00,,,
,,Profit before tax,3649.00,15049.00,10114.00,3995.00,4504.00,9978.00,7014.00,18072.00,27956.00,34450.00,25927.00,-7177.00,-1632.00,,,
,,Tax %,0.34,0.27,0.20,-0.07,0.19,0.30,0.31,0.31,0.27,0.34,0.33,0.74,,,,
,,Net Profit,2599.00,10713.00,7831.00,4226.00,4449.00,7086.00,4912.00,12022.00,19849.00,22189.00,17377.00,-893.00,3154.00,,,
,,EPS in Rs,2.73,11.03,8.06,4.35,4.58,7.30,5.06,12.38,20.44,22.85,18.46,-0.95,3.35,,,
,,Dividend Payout %,0.36,0.30,0.30,0.30,0.36,0.30,0.33,0.28,0.45,0.90,0.49,-4.37,,,,
,,,,,,,,,,,,,,,,,,
,bs,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,44075.00,,,
,,Share Capital +,1214.00,2428.00,2428.00,2428.00,2428.00,2428.00,2428.00,2370.00,4739.00,9479.00,9181.00,9181.00,9181.00,,,
,,Reserves,44290.00,50034.00,55147.00,57945.00,60608.00,65485.00,66404.00,87610.00,97357.00,104395.00,103288.00,86217.00,94656.00,,,
,,Borrowings,47347.00,49472.00,57763.00,80015.00,89671.00,94916.00,64893.00,58552.00,63271.00,65650.00,96765.00,129790.00,97415.00,,,
,,Other Liabilities +,43627.00,52823.00,69263.00,79438.00,89171.00,103124.00,100158.00,83184.00,108352.00,116336.00,126128.00,104773.00,128960.00,,,
,,Total Liabilities,136457.00,154758.00,184601.00,219827.00,241878.00,265953.00,233883.00,231715.00,273719.00,295860.00,335363.00,329962.00,330212.00,,,
,,Fixed Assets +,38453.00,45458.00,62681.00,64586.00,66707.00,69724.00,72844.00,95761.00,112031.00,119937.00,127223.00,141594.00,151749.00,,,
,,CWIP,19169.00,22810.00,10866.00,15450.00,27240.00,38061.00,40378.00,26219.00,16778.00,19130.00,28281.00,32845.00,31868.00,,,
,,Investments,31324.00,21430.00,18647.00,17588.00,17351.00,15895.00,16069.00,31185.00,43687.00,44806.00,44112.00,35571.00,35889.00,,,
,,Other Assets +,47511.00,65061.00,92407.00,122203.00,130580.00,142273.00,104592.00,78551.00,101222.00,111987.00,135746.00,119952.00,110706.00,,,
,,Total Assets,136457.00,154758.00,184601.00,219827.00,241878.00,265953.00,233883.00,231715.00,273719.00,295860.00,335363.00,329962.00,330212.00,,,
,,,,,,,,,,,,,,,,,,
,cf,,39873.00,40238.00,40603.00,40969.00,41334.00,41699.00,42064.00,42430.00,42795.00,43160.00,43525.00,43891.00,,,,
,,Cash from Operating Activity +,-21341.00,-1609.00,6819.00,-763.00,9340.00,24195.00,46092.00,25624.00,28216.00,29115.00,12747.00,8653.00,,,,
,,Cash from Investing Activity +,18337.00,3595.00,-8090.00,-13056.00,-9294.00,-18594.00,-10215.00,-13610.00,-17684.00,-17119.00,-22569.00,-29097.00,,,,
,,Cash from Financing Activity +,2949.00,-1392.00,1211.00,13103.00,352.00,-3116.00,-38283.00,-11890.00,-10937.00,-12007.00,10436.00,20945.00,,,,
,,Net Cash Flow,-55.00,593.00,-61.00,-716.00,398.00,2485.00,-2406.00,124.00,-405.00,-11.00,614.00,502.00,,,,
,,,,,,,,,,,,,,,,,,
27,INDUSINDBK,,,,,,,,,,,,,,,,,
,pnl,,,,,,,,,42430.00,42795.00,43160.00,43525.00,43891.00,TTM,,,
,,Revenue,,,,,,,,11872.00,14406.00,17281.00,22261.00,28783.00,29010.00,,,
,,Interest,,,,,,,,7355.00,8343.00,9783.00,13415.00,16724.00,16117.00,,,
,,Expenses +,,,,,,,,4188.00,5684.00,6555.00,9283.00,12535.00,15843.00,,,
,,Financing Profit,,,,,,,,329.00,379.00,942.00,-437.00,-476.00,-2950.00,,,
,,Financing Margin %,,,,,,,,0.03,0.03,0.05,-0.02,-0.02,-0.10,,,
,,Other Income,,,,,,,,3297.00,4171.00,4750.00,5646.00,6944.00,6637.00,,,
,,Depreciation,,,,,,,,157.00,191.00,212.00,229.00,291.00,0.00,,,
